ref:US-TX:thc,ref:hmdb,name,OsmNodeID,website,memorial:website,isTHC,isHMDB,isMissing,isPending,isOSM,isPrivate,addr:full,addr:city,addr:county,UTM Zone,UTM Easting,UTM Northing,thc:Latitude,thc:Longitude,hmdb:Latitude,hmdb:Longitude,Recorded Texas Historic Landmark,thc:designation,Marker Notes,wikimedia_commons,subject:wikimedia_commons,subject:wikipedia,wikidata,subject:wikidata,Marker Text,inscription_size,DATA_NOTE,geometry
8519,95793,Forney Independent School District,,https://atlas.thc.texas.gov/Details/5257008519,https://www.hmdb.org/m.asp?m=95793,True,True,False,False,True,False,600 S Bois d'Arc St,Forney,Kaufman,14.0,736457.0,3625760.0,32.744315,-96.476366,32.74387,-96.4758,False,Historical Marker,"600 S. Bois d'Arc St., Forney
",,,,,,"Public education began in Forney (then named Brooklyn) about 1868 when a 16' x 16' room was built, serving as both a schoolhouse and Union church. Forney School District No. 9, formed in 1876, was part of a county-wide school system. In 1889 the first structure was replaced by a 2-story wooden school building. In 1899 the Forney Independent School District was formed. An imposing brick and stone building superseded the wooden structure in 1903. The present edifice was erected in 1938 by a WPA grant. Recent activities included the restoration of the 1938 Forney High School building.",588,,POINT (-96.476366 32.744315)
10160,,Forrest-Rogers-Dollahite Cemetery,,https://atlas.thc.texas.gov/Details/5203010160,,True,False,False,False,False,False,,Hallsville,Harrison,15.0,350032.0,3590668.0,32.443064,-94.595345,,,False,Historical Marker,"from Hallsville, about 4 mi. S on FM 450 to FM 968; go about 1 mi. W on FM 968 to CR 3310 (Quail Lane); go about .4 mi. S on CR 3310 to cemetery on E side of road",,,,,,"This cemetery is located on the home site of Elisha T. and Sarah Vincent Forrest, who came to Texas from Tennessee about 1846. Other early settlers included the Rogers and Dollahite families who formed the community of Little Flock south of Hallsville. The cemetery name changed over the years depending on the ownership of the land. The earliest marked grave is that of Edward Tansil in 1849. Seven generations of the Forrest family are buried here. The three-acre site is maintained by a cemetery association and continues to serve the community as it has for over 125 years.",577,,POINT (-94.595345 32.443064)
10161,,Fraley-Garland House,,https://atlas.thc.texas.gov/Details/5203010161,,True,False,False,False,False,False,700 E. Rusk at Davis St.,Marshall,Harrison,15.0,372204.0,3601809.0,32.546307,-94.361056,,,True,Recorded Texas Historic Landmark,,,,,,,"Designed in the American four-square style with colonial revival detailing, this home was built for Clinton Virgil Fraley in 1896. A Confederate soldier captured and held in Union prisons during the Civil War, Fraley moved from his native Kentucky to Marshall in 1866. Here he served as deputy sheriff, tax collector, and constable. Railroad worker Wiley E. Garland bought this home in 1907 and, with his wife, operated it as a boardinghouse for over 50 years. Recorded Texas Historic Landmark - 1986",500,,POINT (-94.361056 32.546307)
8546,97588,Frank Reaugh,,https://atlas.thc.texas.gov/Details/5257008546,https://www.hmdb.org/m.asp?m=97588,True,True,False,False,True,False,1001 West Moore Avenue,Terrell,Kaufman,14.0,753794.0,3625409.0,32.737291,-96.291601,32.7373,-96.2916,False,Historical Marker,"Oakland Cemetery, 1001 W. Moore Ave., enter cemetery through main road, marker is on E side of main road about 2/10 mile from entrance",,,,,,"(December 29, 1860 - May 6, 1945) Graphic historian of Longhorn cattle, western trails, and range. Born in Illinois. Son of George W. and Clarinda Morgan Reaugh. In 1876 moved to Kaufman County, where on trail beside the family cotton farm was born his love for wild range cattle. Earning his way, studied in St. Louis and in Europe. Settled (1890) in Dallas, where style matured and he was influential. His significant works in pastel hang in Austin, Dallas, and other cities. Recorded - 1971",493,,POINT (-96.291601 32.737291)
10162,218689,Fry-Barry House,,https://atlas.thc.texas.gov/Details/5203010162,https://www.hmdb.org/m.asp?m=218689,True,True,False,False,True,False,314 West Austin Street,Marshall,Harrison,15.0,371354.0,3601787.0,32.54601,-94.370103,32.54579,-94.37012,True,Recorded Texas Historic Landmark,,,,,,,"Built by Fidel Bircher, this raised Greek revival style cottage was designed by W. R. D. Ward, who sold Bircher the property in 1853. Edwin James Fry (1845-1927), a native Virginian who came to Texas in 1855, bought the residence in 1872 and enlarged it to accommodate his growing family. A leading businessman and banker, Fry was a longtime Mason and member of Trinity Episcopal Church. After his death, his daughter Pamela (d. 1961) and her husband, banker W. L. Barry (d. 1942), occupied the home. Recorded Texas Historic Landmark - 1962",540,,POINT (-94.370103 32.54601)
6717,,Galloways' Old Home Place,,https://atlas.thc.texas.gov/Details/5113006717,,True,False,False,False,False,False,629 Pecan Creek Drive,Sunnyvale,Dallas,14.0,730981.0,3630340.0,32.786333,-96.533905,,,True,Recorded Texas Historic Landmark,just north of US 80; moved with THC's permission ca. 1984,,,,,,"Farmhouse of Confederate veteran Benjamin Franklin Galloway (1833 - 1912) and wife Eliza (Fletcher), who came from Tennessee. They built first three rooms, 1875-76; Galloway enlarged house, 1888. Fourth generation of the family now preserves home. RTHL - 1973",259,,POINT (-96.533905 32.786333)
6721,282257,Garland,,https://atlas.thc.texas.gov/Details/5113006721,https://www.hmdb.org/m.asp?m=282257,True,True,False,False,True,False,400 Main St,Garland,Dallas,14.0,719422.0,3642965.0,32.902913,-96.653963,32.91258,-96.63596,False,Historical Marker,6th St. at Main,,,,,,"Settlement of this area began in the 1840s. A small community named Duck Creek was established and by 1846 a log cabin was serving as a community center, school, and Union Church. Early businesses included a general store, grist mill, and cotton gin. In 1886 The Gulf, Colorado, & Santa Fe Railroad built a line through Dallas County, passing about one mile east of Duck Creek. A new town, named Embree in honor of one of Duck Creek's early doctors, was laid out along the rail line. The Missouri, Kansas, & Texas Railroad built a second rail line north of the Santa Fe Tracks. The original Duck Creek settlement declined in favor of New Duck Creek on the MKT Rail Line. A U.S. Post Office was authorized for the area in 1887 and was positioned between the two towns. Named for U.S. Attorney General A. H. Garland, the site became a new town into which the earlier communities merged. The citizens voted to incorporate in 1891, and M. Davis Williams was elected first mayor. Garland flourished in the early 20th century and survived the Great Depression. Rapid transportation and industrial growth following World War II changed the city's economic base. Garland continues to be an important part of Dallas County history.",1222,,POINT (-96.653963 32.902913)
6722,148094,"Garland Lodge No. 441, A.F. & A.M.",,https://atlas.thc.texas.gov/Details/5113006722,https://www.hmdb.org/m.asp?m=148094,True,True,False,False,True,False,125 East State Street,Garland,Dallas,14.0,719824.0,3644007.0,32.912223,-96.64942,32.9135,-96.62962,False,Historical Marker,,,,,,,"In 1873 the Grand Lodge of Texas granted Masons in the pioneer community of Duck Creek (present day Garland) dispensation to form their own lodge. The first Lodge hall, which the Masons shared with two other organizations, was destroyed in a windstorm in 1874. Duck Creek Lodge No. 441 was issued a permanent charter in 1875. In 1876, after 20 months of meeting in a schoolhouse, church, and in the homes of several of its members, the Lodge met in a new hall built on land in Duck Creek donated by John and Elisa Wallace. The merger of the villages of Duck Creek and nearby Embree in the late 1880s to form Garland prompted the Lodge leadership to relocate its hall to the corner of present day Glenbrook and Main Street in 1889. Membership in the Lodge continued to grow and in 1897 a new brick lodge hall was constructed at the northwest corner of Garland's downtown square. In 1903 the name of the Lodge was changed to Garland Lodge No. 441. A new Lodge hall was built at this site in 1960. This Lodge has a long history of charitable work in the community, and has counted among its members ten former mayors of Garland and many other business, civic, military and political leaders.",1188,,POINT (-96.64942 32.912223)
6723,149255,Garvin Memorial Cemetery,,https://atlas.thc.texas.gov/Details/5113006723,https://www.hmdb.org/m.asp?m=149255,True,True,False,False,True,False,4000 W Northwest Highway,Dallas,Dallas,14.0,701594.0,3638213.0,32.863509,-96.845494,32.86298,-96.84548,False,Historical Marker,"3800 blk. W. NW Hwy., south side between Sherwood Forest Drive and Cochran Heights Drive",,,,,,"This burial ground served the pioneer families who settled in the area. Graves here date from the 1870s. The land for the cemetery was donated to the community by James G. Garvin (1830-1897), a former Dallas merchant, his wife Eliza, and brothers Col. William L. Crawford (1839-1920) and Judge M. L. Crawford (1841-1910), prominent attorneys of the county. Several veterans of the Civil War are interred here, including Col. Pleasant G. Swor (1834-1878), who led an assault against Union forces at the Battle of Corinth. (1980)",527,,POINT (-96.845494 32.863509)
9961,218583,General John Gregg,,https://atlas.thc.texas.gov/Details/5183009961,https://www.hmdb.org/m.asp?m=218583,True,True,False,False,True,False,101 East Methvin Street,Longview,Gregg,15.0,332927.0,3596456.0,32.492818,-94.77826,32.49649,-94.73898,False,Historical Marker,"Courthouse lawn, E. Methvin at Fredonia St.",,,,,,"(1828-1864) Star and Wreath Born Alabama. Came to Texas 1854. Judge, Confederate congressman. Organized 7th Texas Infantry as colonel 1861. Captured at Fort Donelson, Tenn. 1862. Promoted brigadier general after exchange. Commanded brigade Vicksburg Campaign 1863. Severely wounded Battle of Chickamauga Oct. 1863. Returning to action 1864 led Hood's Texas Brigade in heavy fighting in Virginia. Killed in action near Richmond, Oct. 7, 1864. A memorial to Texans who served the Confederacy; erected by the State of Texas 1963 Texas Secession Convention This meeting, which had John Gregg as a key member, was extra-legal governing body of delegates from over Texas, held January-March 1861. Drew up secession ordinance - ratified by 3 to 1 popular vote. Selected delegates to convention of southern states in Montgomery, Ala. Declared office of Anti-secessionist governor Sam Houston vacant, putting in Lt. Governor Edward Clark. Ratified C.S.A. Constitution. Raised troops to seize U. S. property, getting $3,000,000 worth by surrender. Placed troops at outposts to protect frontier.",1084,,POINT (-94.77826 32.492818)
6725,149539,Gilbert House,,https://atlas.thc.texas.gov/Details/5113006725,https://www.hmdb.org/m.asp?m=149539,True,True,False,False,True,False,2540 Farmers Branch Lane,Farmers Branch,Dallas,14.0,697115.0,3644068.0,32.917103,-96.892084,32.9175,-96.89185,True,Recorded Texas Historic Landmark,,,,,,,"Dr. Samuel H. Gilbert (1828 - 1890) came to Texas about 1850. He settled first in Cass County, and in 1852 married Julia Ann Ritchie (d. 1881) Gilbert purchased 275 acres of land at this site about 1855 and by 1857 had this native limestone house constructed. In addition to his medical practice, Dr. Gilbert operated a farm here, growing vegetable crops and raising livestock. A respected community leader, he helped outfit a local militia unit during the Civil War and in later years held a number of local public offices. In 1874 Dr. Gilbert was instrumental in bringing rail service to the Farmers Branch community when he sold part of his property to the Dallas & Wichita Railroad for a right-of-way through the area. The parents of two daughters, the Gilberts continued to reside in this house for the remainder of their lives. The house remained in the Gilbert family until 1937. A rare surviving example of an early Texas home, the Gilbert House exhibits a vernacular center-passage plan with modest Greek Revival influences. Prominent features of the structure include its double-door entry with transom; a full-width front porch with box columns and classical detailing; twin chimneys; and a large hipped roof. RTHL - 1990",1232,,POINT (-96.892084 32.917103)
10164,110872,Ginocchio Hotel and Restaurant,,https://atlas.thc.texas.gov/Details/5203010164,https://www.hmdb.org/m.asp?m=110872,True,True,False,False,True,False,701 N Washington Ave,Marshall,Harrison,15.0,371609.0,3602392.0,32.551496,-94.367471,32.55148,-94.36746,True,Recorded Texas Historic Landmark,,,,,,,"Italian-born Charles Ginocchio arrived in Marshall in 1871. He owned several properties near the T&P Railroad depot, including the site of a notorious 1879 shooting that left Maurice Barrymore wounded and fellow actor Ben Porter dead. In 1893-96 Ginocchio commissioned this three-story brick building with first-floor stores, café, lobby, ballroom and dining room, and forty hotel rooms on the upper floors. The foundation is of ironstone, and the interior includes rare hand-carved curly pine detailing. In the late 1960s, the Camargo Corporation and the Max C. Gaines family restored the building and saved it from demolition. Recorded Texas Historic Landmark - 1971",668,,POINT (-94.367471 32.551496)
10163,110906,Ginocchio-Cook-Pedison House,,https://atlas.thc.texas.gov/Details/5203010163,https://www.hmdb.org/m.asp?m=110906,True,True,False,False,True,False,615 Washington Avenue,Marshall,Harrison,15.0,371611.0,3602331.0,32.550946,-94.367441,32.55094,-94.36746,True,Recorded Texas Historic Landmark,,,,,,,"Italian-American business leader Charles Ginocchio (1844-98) and wife Roxana settled in Marshall in 1871; built this home, 1886. Architect: C. G. Lancaster, designer of county courthouse. In Ginocchio household was a nephew, George J. Signaigo, whose parents-in-law, Mr. and Mrs. Behn Cook, bought place in 1900, had Signaigos live with them until 1912, retained title until 1945. Owners since 1945: Grecian-Americans, Mr. and Mrs. A. P. Pedison, ex-operators of Ginocchio Hotel dining room. Recorded Texas Historic Landmark - 1973",531,,POINT (-94.367441 32.550946)
10204,232746,Girlhood Home of Southern Beauty Lucy Holcombe Pickens,,https://atlas.thc.texas.gov/Details/5203010204,https://www.hmdb.org/m.asp?m=232746,True,True,False,False,True,False,310 N. Fulton Street,Marshall,Harrison,15.0,371344.0,3601955.0,32.547524,-94.370233,32.54747,-94.36992,False,Historical Marker,310 N. Fulton at W. Burleson,,,,,,"(1832-1899) Only 19th century Texas woman honored by a portrait on money-- the Confederate $100 bill. In 1850s Lucy introduced ice tea and silk hose to East Texas, in social affairs at Wyalucing-- her family's home which stood at this site and was a center for social and cultural life in a wide area of plantations. Her husband was the Civil War Governor of South Carolina; her 2 brothers were Texas soldiers. Wyalucing (razed 1962) became 1863-65 headquarters for the Confederate Post Office Department in the area west of the Mississippi River. Supplemental Plate, 1989: This historical marker was relocated in 1990 from the site of Wyalucing (0.4 mi. West on Burleson Street) to the First Presbyterian Church. The Holcombe family was closely associated with the church, which was organized at Wyalucing on May 30, 1850. Lucy Pickens' father, B. L. Holcombe, was the congregation's first ruling elder. Lucy Holcombe was received into the membership of the church in 1853.",974,,POINT (-94.370233 32.547524)
10143,110895,Governor Edward Clark,,https://atlas.thc.texas.gov/Details/5203010143,https://www.hmdb.org/m.asp?m=110895,True,True,False,False,True,False,200 West Houston Street,Marshall,Harrison,15.0,371587.0,3601657.0,32.544865,-94.367605,32.54499,-94.36765,False,Historical Marker,"Courthouse lawn, Houston at Washington",,,,,,"(1815-1880) Hometown Texas First Confederate Governor Son of a Georgia governor. Came here in 1842. Member Annexation Convention, 1st and 2nd Texas Legislatures. Participant Mexican War. Secretary of State 1853-7. Elected Lieutenant Governor 1859. Made Governor 1861 upon removal of Gov. Sam Houston, who opposed secession. Clark's major activity was mobilizing Texas in cause of Confederacy. Plans were made to prevent federal invasion, take over enemy property, organize resources to provide supplies and arms for defense, and to properly care for families of Texas soldiers battling at the front. Gov. Edward Clark's term from March to November 1861 also faced difficulties caused by mechanics of changing flags, seals, currency, postal and tax systems for membership in new nation. Camps of instruction were set-up over state to enroll, equip and train troops. Hardest job was to convince Texans, the best horsemen in world, that all could not ride in cavalry but some must be foot soldiers in infantry. The C.S.A. was supplied guns, powder, lead, cloth made in penitentiary, salt and 20,000 troops in his term. In late 1861 he raised and became colonel 14th Tex. Inf. Regt. Led units in Arkansas-Louisiana campaigns to prevent invasion of Texas. Wounded and commended Battle Pleasant Hill April 1864. Discharged 1865. Postwar lawyer, businessman. Buried in Marshall Cemetery.",1380,,POINT (-94.367605 32.544865)
10144,191269,Governor Edward Clark,,https://atlas.thc.texas.gov/Details/5203010144,https://www.hmdb.org/m.asp?m=191269,True,True,False,False,True,False,,Marshall,Harrison,15.0,371857.0,3602147.0,32.549315,-94.364797,32.54996,-94.36518,False,Historical Marker,"Marshall Cemetery, US 80 at Columbus St.",,,,,,"(1815-1880) Born in Georgia. Came to Texas in 1842. Served as a member of Annexation Convention. Fought in war with Mexico. Held office as State Representative, Senator, Secretary of State, Lieutenant Governor; Governor in 1861. Raised and led 14th Texas Infantry Regiment in Red River campaigns of Civil War. Wounded in Battle of Pleasant Hill, 1865. Was a lawyer and businessman after the war.",395,,POINT (-94.364797 32.549315)
6806,,Governor W. Lee O'Daniel,,https://atlas.thc.texas.gov/Details/5113006806,,True,False,False,False,False,False,7405 W. Northwest Hwy,Dallas,Dallas,14.0,705278.0,3632298.0,32.865668,-96.783729,,,False,Historical Marker,Oaklawn; at Cedar Springs Triangle. Marker reported missing Oct. 1996.,,,,,,"(March 11, 1890 - May 11, 1969) A native of Ohio, Wilbert Lee ""Pappy"" O'Daniel grew up in Kansas. He moved to Ft. Worth in 1925 as sales manager of a flour-milling company. There he became a radio personality and promoter of a western band, the Light Crust Doughboys. In 1938, after a show of support from his radio listeners, O'Daniel entered the Democratic race for governor, despite his lack of political experience. Campaigning with another band, The Hillbilly Boys, he advocated industrial growth, old-age assistance, and abolition of the Poll Tax. He amazed political experts by defeating 12 Democratic opponents without a runoff. His vast inaugural picnic on Jan. 17, 1939, was the first of many colorful public events which marked his administration. Although he failed to achieve many of his campaign goals, O'Daniel was re-elected in 1940 but served only part of his second term. In the summer of 1941, he won a special election to the U.S. Senate over future U.S. President Lyndon B. Johnson and other candidates. The next year, O'Daniel defeated two former Texas governors to win a full six-year Senate term. After leaving the Senate in 1949, he moved to Dallas and opened an insurance company near this site. Married to Merle Estella Butcher, he had 3 children. (1978)",1281,,POINT (-96.783729 32.865668)
6807,,Governor W. Lee O'Daniel,,https://atlas.thc.texas.gov/Details/5113006807,,True,False,False,False,False,False,7405 W. Northwest Hwy,Dallas,Dallas,14.0,707916.0,3638882.0,32.865668,-96.783729,,,False,Historical Marker,Hillcrest Memorial Park,,,,,,"(March 11, 1890 - May 11, 1969) Born in Ohio, Wilbert Lee O'Daniel moved to Texas in 1925. A flour mill executive, he pioneered in radio advertising and country music. His ""Hillbilly Boys"" theme song resulted in his nickname ""Pappy."" In his first try for public office he won a primary over 12 oponents and became Governor of Texas (1938). During his second term in 1941 he won a special election to the U.S. Senate, defeating Lyndon B. Johnson and others. He was elected to a full term in 1942. Recorded - 1981",511,,POINT (-96.783729 32.865668)
13060,179800,Grable Cemetery,,https://atlas.thc.texas.gov/Details/5183013060,https://www.hmdb.org/m.asp?m=179800,True,True,False,False,True,False,2073 FM Road 2011,Longview,Gregg,15.0,333833.0,3587783.0,32.41475,-94.767093,32.41465,-94.76734,False,Historical Marker,"8 mi. S of Longview on FM 2011, near CR 349",,,,,," M.H. Graybill acquired land here in 1888. He set aside a tract to be used as a burial ground for local African American sharecroppers and their families. In 1910, Graybill (the cemetery spelling changed over time) sold this tract of land to the people of the area's African American communities, many of whom were former slaves or descendants of slaves. Since that time, residents have maintained the burial ground, which is managed by a cemetery association. The earliest marked graves date to the early 1900s, and unique features include rows of white crosses denoting burial sites of former slaves. Historic Texas Cemetery - 2003",633,,POINT (-94.767093 32.41475)
2253,147807,Grapevine,,https://atlas.thc.texas.gov/Details/5439002253,https://www.hmdb.org/m.asp?m=147807,True,True,False,False,True,False,211 Main Street,Grapevine,Tarrant,14.0,679669.0,3646227.0,32.939574,-97.078133,32.93963,-97.0782,False,Historical Marker,"211 Main St., Grapevine",,,,,,"Wild mustang grapes growing profusely in this area inspired the name ""Grapevine"" for this community. Ambrose Foster (1794?-1847) and his wife Susannah Medlin (1796-1876) were among the first settlers in 1845, from Platte County, Missouri. The Fosters, their daughters and sons-in-law acquired land that became the heart of Grapevine. Within the first year worship services and school classes were conducted. Cattle raising was the major enterprise prior to the Civil War. Beef cattle were sold to Camp Worth (present Fort Worth) by Archibald Leonard, Fosters' son-in-law, who owned a mercantile store. In 1858 a Federal Post Office was established and run by Solon Dunn. During the 1870s the village was also known as ""Dunnville"". In 1914 the name became ""Grapevine"". After the Cotton Belt Railroad line opened in 1888, the town thrived as a shipping center for cotton, grain, truck crops and dairy products. In 1907 Grapevine incorporated. By 1934 two major paved roads leading to Dallas and Fort Worth were constructed. A dam built in 1942 on Denton Creek formed Lake Grapevine. It serves as a water supply, flood control measure, and a recreational area. In 1974 the Dallas-Fort Worth Airport opened within the city limits. (1979)",1233,,POINT (-97.078133 32.939574)
2254,228235,Grapevine Cemetery,,https://atlas.thc.texas.gov/Details/5439002254,https://www.hmdb.org/m.asp?m=228235,True,True,False,False,True,False,,Grapevine,Tarrant,14.0,680094.0,3647296.0,32.949141,-97.07338,32.94969,-97.07321,False,Historical Marker,"North Dooley Street and Wildwood Cane, Grapevine; Main Gate",,,,,,"Samuel D. Coble (1830-1890), joined later by his brother Allen B. Coble (1836-1906), settled here in the 1850s. In 1878 they sold 4.5 acres of land at this site for use as a public cemetery. The oldest known grave is that of Louisa C. Guiry (d. 1860), who died at the age of 22. Many pioneer settlers of the area are buried here, including Barton H. Starr (1850-1912), elected the first Mayor of Grapevine in 1907, and James Tracy Morehead (1809-1897), who served as the second Judge of Tarrant County. Additional land south of the original tract was acquired in 1925. (1980)",575,,POINT (-97.07338 32.949141)
13054,151095,Grapevine Springs Park,,https://atlas.thc.texas.gov/Details/5113013054,https://www.hmdb.org/m.asp?m=151095,True,True,False,False,True,False,700 Park Street,Coppell,Dallas,14.0,686856.0,3648034.0,32.954658,-97.000928,32.95309,-97.00103,False,Historical Marker,Grapevine Springs Park,,,,,,"The Grapeving Springs, which flow into the Elm Fork of the Trinity River, have attracted visitors for more than 2,000 years. In 1843, Republic of Texas President Sam Houston camped here during treaty negotiations with Native Americans. The treaty was later signed at Bird's Fort. In 1936, Dallas County accepted the donation of Houston's campsite as park land, and the federal Works Progress Administration (WPA) built rock walls, picnic facilities, footbridges and other features. During World War II, ownership reverted to prior owners. The Baptist Foundation of Texas later obtained the land and donated it to the county in 1991. Today, the City of Coppell maintains it, and efforts to restore WPA features are ongoing. (2005)",729,,POINT (-97.000928 32.954658)
10165,191302,Greenwood Cemetery,,https://atlas.thc.texas.gov/Details/5203010165,https://www.hmdb.org/m.asp?m=191302,True,True,False,False,True,False,,Marshall,Harrison,15.0,370917.0,3602691.0,32.554112,-94.374881,32.55413,-94.37488,False,Historical Marker,,,,,,,"(Dedicated 1881) Originated 1840 as private burial ground, Van Zandt family. Resting place, many early Texas leaders and patriots: Isaac Van Zandt (1813-47), came to Marshall in 1839. County named in his honor. James Harper Starr (1809-90), land commissioner, banker, land agent, county named for him. Matthew Duncan Ector (1822-79), brigadier general CSA, lawyer, county named for him. Alexander Travis Hawthorne (1825-99), brigadier general CSA, lawyer, businessman, minister. Charles Raguet Bringhurst (1880-82), grandson of Sam Houston. 1967",545,,POINT (-94.374881 32.554112)
9962,218642,Gregg County,,https://atlas.thc.texas.gov/Details/5183009962,https://www.hmdb.org/m.asp?m=218642,True,True,False,False,True,False,110 West Marshall Avenue,Longview,Gregg,15.0,336601.0,3597277.0,32.500767,-94.739314,32.50051,-94.73958,False,Historical Marker,just east of N. High St. on south side of US 80,,,,,,"Formed from Rusk and Upshur counties. Created April 12, 1873; organized June 28, 1873. Named in honor of General John Gregg (1828-1864). Delegate to Secession Convention and to the Provisional Congress of the Southern Confederacy; a Confederate officer. Longview, the county seat.",280,,POINT (-94.739314 32.500767)
9963,138892,Gum Spring Presbyterian Church (New Danville),,https://atlas.thc.texas.gov/Details/5183009963,https://www.hmdb.org/m.asp?m=138892,True,True,False,False,True,False,,Danville,Gregg,15.0,328107.0,3586348.0,32.400943,-94.827699,32.40188,-94.82884,False,Historical Marker,"in Danville Cemetery, just off Danville Rd., 4 mi. north of Kilgore",",",,,,"Named for nearby spring with gum log curb; organized Oct. 7, 1850, by the Rev. J. M. Becton. The 1850 roll: Mr. and Mrs. Meshack Barber, S. S. Barnett, Mrs. T. C. Barnett, Mr. and Mrs. C. W. Scott, Mr. and Mrs. Allen Sloan, Nancy Sloan, Mr. and Mrs. T. W. Templeton. Log church of 1849 burned on Dec. 31, 1857; present structure, built in 1858, housed Danville Masonic Lodge No. 101 and (1858-73) Danville Masonic Female Academy, the parent institution of Lon Morris College. Moving in 1874, congregation became the First Presbyterian Church of Kilgore.",553,,,POINT (-94.827699 32.400943)
17963,232725,H. B. Pemberton,,https://atlas.thc.texas.gov/Details/5507017963,https://www.hmdb.org/m.asp?m=232725,True,True,False,False,True,False,711 Wiley Avenue,Marshall,Harrison,15.0,370843.0,3600519.0,32.534515,-94.37537,32.53455,-94.37539,False,Historical Marker,"Wiley College, in front of H. B. Pemberton Complex",,,,,,"Henry Bertram Pemberton was born on January 20, 1867 to Charles and Eliza Pemberton. In 1876, Charles and his family moved to Marshall and purchased a house near Wiley College. He died in 1883, leaving Henry to care for his mother and sisters. Henry graduated magna cum laude from Wiley in 1888. Following graduation, he married Norella Hawley, also a graduate of Wiley. Pemberton, considered to be the first college graduate of Wiley, was immediately hired to teach English in the Elementary Department. He worked his way into higher positions until he became the Chairman of the Department of Math and Science. In 1894, Pemberton was hired as the principal of the Colored School in Marshall and he immediately saw the need for a new school building. Given permission but no funding, Pemberton arranged for a loan on his personal credit and constructed a two-story four room building on what is now Travis and Alamo streets. The loan was repaid by the African American community and the school experienced rapid growth. Pemberton guided the expansion of the Black schools in Marshall, and attracted educated and qualified teachers which created a solid atmosphere for scholarly education in the Black community. He also served in a number of regional and state professional and civic organizations, and was a charter member of the local NAACP chapter. Petitions signed by thousands of Harrison County citizens in 1940 led the Marshall school board to name Central High, the school he founded, in his honor. Pemberton died on April 27, 1944 but remains an inspiration for his courage, leadership and his dedication to education. (2014)",1635,,POINT (-94.37537 32.534515)
10169,232752,Hagerty-Harris House,,https://atlas.thc.texas.gov/Details/5203010169,https://www.hmdb.org/m.asp?m=232752,True,True,False,False,True,False,505 E. Rusk Avenue,Marshall,Harrison,15.0,372089.0,3601767.0,32.545915,-94.362275,32.54685,-94.36246,True,Recorded Texas Historic Landmark,,,,,,,"Texas & Pacific Railroad shop craftsmen built this residence of handpressed bricks in 1889 for William P. Hagerty (1844-1906), personal engineer of T. & P. President George J. Gould. Stenciled canvas ceilings decorate some rooms. Hagerty, who fled his native Ireland as a rebel, married Mollie Allbright (d. 1907) and had five children. The house was badly deteriorated in 1972 when it was purchased and restored by the families of Dr. James H. Harris and his son Dr. Rush C. Harris. Recorded Texas Historic Landmark - 1977",523,,POINT (-94.362275 32.545915)
10170,191338,Hallsville,,https://atlas.thc.texas.gov/Details/5203010170,https://www.hmdb.org/m.asp?m=191338,True,True,False,False,True,False,200 West Main Street,Hallsville,Harrison,15.0,351969.0,3597501.0,32.504942,-94.575819,32.50442,-94.57633,False,Historical Marker,at Harrison County Sub-Courthouse,,,,,,"Formerly Hallville. Successor to Fort Crawford and Ash Springs, pioneer settlements of 1840s. Hallsville was founded when Texas & Pacific Railway was built. First train arrived Aug. 17, 1869. Western terminus for a time, and site (1870-73) of T. & P. shops, town attracted ox-wagon freighting in wool, cotton and buffalo hides from the West. Hallsville, named for Kentuckians Elijah and Volney Hall, received charter Aug. 13, 1870. Volney Hall was a vice president of the old Southern Pacific Railway, which was rechartered as the T. & P. Acquired Sub-Courthouse, 1965.",569,,POINT (-94.575819 32.504942)
18581,104246,Hamilton Park Community,,https://atlas.thc.texas.gov/Details/5507018581,https://www.hmdb.org/m.asp?m=104246,True,True,False,False,True,False,8301 Towns St,Dallas,Dallas,14.0,709495.0,3644297.0,32.916865,-96.759727,32.91695,-96.75957,False,Historical Marker,Hamilton Park Pacesetter School,,,,,,"Located ten miles north of downtown Dallas, the African American community of Hamilton Park began as the White Rock Farming Settlement. In the 1940s and 1950s, racial violence in the South Dallas community of Queen City and the discriminatory displacement of African American residents for the new Love Field Municipal Airport resulted in the need for many of these families to move outside of the downtown area. In response, Jerome Crossman, a local oilman, compelled the Dallas Citizens' Interracial Association (DCIA) to locate land in North Dallas for the project and consulted philanthropist Karl S.J. Hoblitzelle for funding. On February 13, 1953, the Hoblitzelle Foundation lent DCIA funds to purchase acreage to address the housing shortage of African Americans. Named for Dr. Richard Theodore Hamilton, an influential voice in the African American Equality movement in Dallas, the Hamilton Park Community was the first African American suburban development in Dallas. Intentionally planned in two phases with the segregated twelve-grade school at the center and each street named for prominent African American individuals and institutions, the community officially opened in 1954. By 1958, many homes built near the school were complete and middle-class families began to move in with the community complete by 1961 with 741 single-family homes. In addition to the school, the community included three churches, a shopping center, and park, complete with a swimming pool, tennis court, basketball court, pavilion and playground. Since the 1950s, the Hamilton Park Civic League has served the community residents, connecting them with City of Dallas resources, encouraging voter registration and turnout, and planning community events. This sense of community and pride among residents helps preserve the Heritage and Legacy of the original homeowners. (2016)",1868,,POINT (-96.759727 32.916865)
