OsmNodeID,thc:Latitude,thc:Longitude,abandoned:historic,abandoned:memorial,access,addr:city,addr:country,addr:county,addr:full,addr:state,alt_name,check_date,colour,contact:facebook,date,description,designation,direction,ele,flickr,gnis:feature_id,heritage,heritage:operator,historic,image,image:creator,inscription,inscription:url,mapillary,material,memorial,memorial:website,name,name:en,name:es,name:etymology:wikidata,name:pt,name:sr,name:ur,name:zh,note,official_name,openplaques:id,operator,operator:es,operator:wikidata,panoramax,ref:US-TX:thc,ref:hmdb,short_name,source:url,source:website,source_ref,start_date,subject:wikidata,subject:wikimedia_commons,subject:wikipedia,support,thc:designation,thc:inscription_date,website,wikidata,wikimedia_commons,wikipedia,year
12403574651,33.61781,-97.16485,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=238032,Hubert H. Moss,,,,,,,,,,,Texas Historical Commission,,Q2397965,,13584,238032,,,https://atlas.thc.texas.gov/Details/5507013584,,2006,,,,pole,Historical Marker,,,,,,
12403574652,33.48292,-97.04572,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=238033,Mountain Springs School,,,,,,,,,,,Texas Historical Commission,,Q2397965,,3504,238033,,,https://atlas.thc.texas.gov/Details/5097003504,,1976,,,,pole,Historical Marker,,,,,,
12403574653,33.64814,-97.38076,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=238035,Muenster,,,,,,,,,,,Texas Historical Commission,,Q2397965,,3525,238035,,,https://atlas.thc.texas.gov/Details/5097003525,,1979,,,,pole,Historical Marker,,,,,,
12403574654,33.62143,-97.14488,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=238036,Potter-Hurley House,,,,,,,,,,,Texas Historical Commission,,Q2397965,,4099,238036,,,https://atlas.thc.texas.gov/Details/5097004099,,1973,,,,pole,Historical Marker,,,,,,
12403574655,33.61883,-97.16424,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=238038,"Clark, Randolph Lee (1871-1941)",,,,,,,,,,,Texas Historical Commission,,Q2397965,,4193,238038,,,https://atlas.thc.texas.gov/Details/5097004193,,1986,,,,pole,Historical Marker,,,,,,
12403574656,33.62441,-97.14176,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=238039,Saint Paul's Church,,,,,,,,,,,Texas Historical Commission,,Q2397965,,4480,238039,,,https://atlas.thc.texas.gov/Details/5097004480,,1966,,,,pole,Historical Marker,,,,,,
12403574657,33.61741,-97.16451,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=238040,Gainesville Junior College,,,,,,,,,,,Texas Historical Commission,,Q2397965,,12573,238040,,,https://atlas.thc.texas.gov/Details/5097012573,,2001,,,,pole,Historical Marker,,,,,,
12403574658,33.6238291,-97.1448385,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=238041,Gainesville National Bank,,,,,,,,,,,Texas Historical Commission,,Q2397965,,12581,238041,,,https://atlas.thc.texas.gov/Details/5097012581,,2001,,,,pole,Historical Marker,,,,,,
12403574659,33.62336,-97.1425,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=238043,Cooke County Free Library,,,,,,,,,,,Texas Historical Commission,,Q2397965,,12599,238043,,,https://atlas.thc.texas.gov/Details/5097012599,,2001,,,,pole,Historical Marker,,,,,,
12403574660,33.63596,-97.22659,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=245784,Saint Peter's Catholic Church,,,,,,,,,,,Texas Historical Commission,,Q2397965,,5077,245784,,,https://atlas.thc.texas.gov/Details/5097005077,,1970,,,,pole,Historical Marker,,,,,,
12403574661,33.48843,-97.16469,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=255160,Valley View,,,,,,,,,,,Texas Historical Commission,,Q2397965,,13978,255160,,,https://atlas.thc.texas.gov/Details/5507013978,,2007,,,,pole,Historical Marker,,,,,,
12403574662,33.6232,-97.09021,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=255162,Gainesville State School,,,,,,,,,,,Texas Historical Commission,,Q2397965,,20010,255162,,,https://atlas.thc.texas.gov/Details/5507020010,,2018,,,,pole,Historical Marker,,,,,,
12403574663,33.69802,-97.01103,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=255164,Callisburg United Methodist Church,,,,,,,,,,,Texas Historical Commission,,Q2397965,,14612,255164,,,https://atlas.thc.texas.gov/Details/5507014612,,1998,,,,pole,Historical Marker,,,,,,
12403574664,33.69966,-97.01055,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=255165,First Oil Well in Cooke County,,,,,,,,,,,Texas Historical Commission,,Q2397965,,1805,255165,,,https://atlas.thc.texas.gov/Details/5097001805,,1976,,,,pole,Historical Marker,,,,,,
12403574665,33.49555,-97.28831,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=261304,"Era, The Town of",,,,,,,,,,,Texas Historical Commission,,Q2397965,,5439,261304,,,https://atlas.thc.texas.gov/Details/5097005439,,1978,,,,pole,Historical Marker,,,,,,
12403575101,31.50849,-99.91987,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=30087,Concho County,,,,,,,,,,,Texas Historical Commission,,Q2397965,,1017,30087,,,https://atlas.thc.texas.gov/Details/5095001017,,1936,,,,pole,Historical Marker,,,,,,
12403575102,31.21823,-99.84524,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=115511,Eden Church of Christ,,,,,,,,,,,Texas Historical Commission,,Q2397965,,11715,115511,,,https://atlas.thc.texas.gov/Details/5095011715,,2000,,,,pole,Historical Marker,,,,,,
12403575103,31.21839,-99.84225,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=115512,Eden United Methodist Church,,,,,,,,,,,Texas Historical Commission,,Q2397965,,12350,115512,,,https://atlas.thc.texas.gov/Details/5095012350,,2000,,,,pole,Historical Marker,,,,,,
12403575104,31.21517,-99.84508,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=115514,Eden,,,,,,,,,,,Texas Historical Commission,,Q2397965,,1387,115514,,,https://atlas.thc.texas.gov/Details/5095001387,,1964,,,,pole,Historical Marker,,,,,,
12403575105,31.21492,-99.84489,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=115560,General Ira C. Eaker,,,,,,,,,,,Texas Historical Commission,,Q2397965,,12922,115560,,,https://atlas.thc.texas.gov/Details/5095012922,,2003,,,,pole,Historical Marker,,,,,,
12403575106,31.21548,-99.84283,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=115563,Pioneers Rest Cemetery,,,,,,,,,,,Texas Historical Commission,,Q2397965,,11716,115563,,,https://atlas.thc.texas.gov/Details/5095011716,,2000,,,,pole,Historical Marker,,,,,,
12403575107,31.21793,-99.84756,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=115564,First Baptist Church of Eden,,,,,,,,,,,Texas Historical Commission,,Q2397965,,12349,115564,,,https://atlas.thc.texas.gov/Details/5095012349,,2000,,,,pole,Historical Marker,,,,,,
12403575108,31.2162,-99.85016,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=115565,Trinity Lutheran Church,,,,,,,,,,,Texas Historical Commission,,Q2397965,,12540,115565,,,https://atlas.thc.texas.gov/Details/5095012540,,2000,,,,pole,Historical Marker,,,,,,
12403575109,31.53872,-99.80944,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=116225,Community of Concho,,,,,,,,,,,Texas Historical Commission,,Q2397965,,1008,116225,,,https://atlas.thc.texas.gov/Details/5095001008,,1983,,,,pole,Historical Marker,,,,,,
12403575419,33.37132,-95.66551,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=119291,Delta County,,,,,,,,,,,Texas Historical Commission,,Q2397965,,6932,119291,,,https://atlas.thc.texas.gov/Details/5119006932,,1936,,,,pole,Historical Marker,,,,,,
12403575420,33.37395,-95.68972,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=119720,Texas Livery Stable,,,,,,,,,,,Texas Historical Commission,,Q2397965,,6948,119720,,,https://atlas.thc.texas.gov/Details/5119006948,,1966,,,,pole,Historical Marker,,,,,,
12403575421,33.37399,-95.69403,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=119722,Cooper Rail Depot,,,,,,,,,,,Texas Historical Commission,,Q2397965,,18129,119722,,,https://atlas.thc.texas.gov/Details/5507018129,,2014,,,,pole,Historical Marker,,,,,,
12403575422,33.37393,-95.68881,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=119723,First National Bank,,,,,,,,,,,Texas Historical Commission,,Q2397965,,6936,119723,,,https://atlas.thc.texas.gov/Details/5119006936,,1966,,,,pole,Historical Marker,,,,,,
12403575423,33.36221,-95.60844,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=119785,DeSpain Bridge,,,,,,,,,,,Texas Historical Commission,,Q2397965,,6933,119785,,,https://atlas.thc.texas.gov/Details/5119006933,,1970,,,,pole,Historical Marker,,,,,,
12403575424,33.36648,-95.63138,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=119786,Hiram Rattan,,,,,,,,,,,Texas Historical Commission,,Q2397965,,6944,119786,,,https://atlas.thc.texas.gov/Details/5119006944,,1967,,,,pole,Historical Marker,,,,,,
12403575425,33.37394,-95.6898,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=187094,Nathaniel L. Corbet,,,,,,,,,,,Texas Historical Commission,,Q2397965,,18906,187094,,,https://atlas.thc.texas.gov/Details/5507018906,,2018,,,,pole,Historical Marker,,,,,,
12403575426,33.36859,-95.66603,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=238395,Oaklawn Cemetery,,,,,,,,,,,Texas Historical Commission,,Q2397965,,17285,238395,,,https://atlas.thc.texas.gov/Details/5507017285,,2012,,,,pole,Historical Marker,,,,,,
12403575447,33.75504,-96.53202,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=72853.0,E. M. Kohl Building,,,,,,,,,,,Texas Historical Commission,,Q2397965,,7392,72853,,,https://atlas.thc.texas.gov/Details/5181007392,,1976,,,,pole,Historical Marker,,,,,,
12403575448,33.75537,-96.53367,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=72862.0,North-South Railway Connection,,,,,,,,,,,Texas Historical Commission,,Q2397965,,7413,72862,,,https://atlas.thc.texas.gov/Details/5181007413,,1993,,,,pole,Historical Marker,,,,,,
12403575449,33.75559,-96.53513,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=72898.0,Missouri-Kansas-Texas Railroad,,,,,,,,,,,Texas Historical Commission,,Q2397965,,7409,72898,,,https://atlas.thc.texas.gov/Details/5181007409,,1975,,,,pole,Historical Marker,,,,,,
12403575450,33.41997,-96.57666,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=73145.0,First Christian Church,,,,,,,,,,,Texas Historical Commission,,Q2397965,,7364,73145,,,https://atlas.thc.texas.gov/Details/5181007364,,1967,,,,pole,Historical Marker,,,,,,
12403575451,33.4202,-96.57533,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=73149.0,First United Methodist Church of Van Alstyne,,,,,,,,,,,Texas Historical Commission,,Q2397965,,7368,73149,,,https://atlas.thc.texas.gov/Details/5181007368,,1972,,,,pole,Historical Marker,,,,,,
12403575452,33.4223,-96.57562,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=73151.0,Van Alstyne,,,,,,,,,,,Texas Historical Commission,,Q2397965,,11547,73151,,,https://atlas.thc.texas.gov/Details/5181011547,,1994,,,,pole,Historical Marker,,,,,,
12403575453,33.63564,-96.60951,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=73211.0,Courthouses of Grayson County,,,,,,,,,,,Texas Historical Commission,,Q2397965,,12500,73211,,,https://atlas.thc.texas.gov/Details/5181012500,,2001,,,,pole,Historical Marker,,,,,,
12403575454,33.63564,-96.60953,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=73214.0,Butterfield Overland Mail Route Through Grayson County,,,,,,,,,,,Texas Historical Commission,,Q2397965,,11905,73214,,,https://atlas.thc.texas.gov/Details/5181011905,,1999,,,,pole,Historical Marker,,,,,,
12403575455,33.63597,-96.60933,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=73236.0,President T. Roosevelt's Visit to Grayson County,,,,,,,,,,,Texas Historical Commission,,Q2397965,,11527,73236,,,https://atlas.thc.texas.gov/Details/5181011527,,1971,,,,pole,Historical Marker,,,,,,
12403575456,33.63615,-96.6095,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=73242.0,Grayson County,,,,,,,,,,,Texas Historical Commission,,Q2397965,,7376,73242,,,https://atlas.thc.texas.gov/Details/5181007376,,1969,,,,pole,Historical Marker,,,,,,
12403575457,33.63614,-96.60952,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=73243.0,Ninth Texas Cavalry,,,,,,,,,,,Texas Historical Commission,,Q2397965,,7412,73243,,,https://atlas.thc.texas.gov/Details/5181007412,,<NA>,,,,pole,Historical Marker,,,,,,
12403575458,33.63614,-96.60953,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=73248.0,Eleventh Texas Cavalry,,,,,,,,,,,Texas Historical Commission,,Q2397965,,14456,73248,,,https://atlas.thc.texas.gov/Details/5507014456,,2003,,,,pole,Historical Marker,,,,,,
12403575459,33.63627,-96.60946,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=73251.0,Peter W. Grayson,,,,,,,,,,,Texas Historical Commission,,Q2397965,,12955,73251,,,https://atlas.thc.texas.gov/Details/5181012955,,2004,,,,pole,Historical Marker,,,,,,
12403575460,33.63533,-96.60961,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=73390.0,Hall Furniture Building,,,,,,,,,,,Texas Historical Commission,,Q2397965,,13166,73390,,,https://atlas.thc.texas.gov/Details/5181013166,,2002,,,,pole,Historical Marker,,,,,,
12403575461,33.63867,-96.60978,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=73399.0,Federal Building (United States Courthouse),,,,,,,,,,,Texas Historical Commission,,Q2397965,,11908,73399,,,https://atlas.thc.texas.gov/Details/5181011908,,1997,,,,pole,Historical Marker,,,,,,
12403575462,33.63836,-96.61001,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=73402.0,Site of Binkley Hotel,,,,,,,,,,,Texas Historical Commission,,Q2397965,,12871,73402,,,https://atlas.thc.texas.gov/Details/5181012871,,2002,,,,pole,Historical Marker,,,,,,
12403575463,33.63869,-96.61007,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=73404.0,Site of Old Sherman Opera House,,,,,,,,,,,Texas Historical Commission,,Q2397965,,11537,73404,,,https://atlas.thc.texas.gov/Details/5181011537,,1969,,,,pole,Historical Marker,,,,,,
12403575464,33.65579,-96.90616,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=96694.0,Whitesboro,,,,,,,,,,,Texas Historical Commission,,Q2397965,,11560,96694,,,https://atlas.thc.texas.gov/Details/5181011560,,1975,,,,pole,Historical Marker,,,,,,
12403575465,33.65586,-96.92795,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=96726.0,Diamond Horse Ranch,,,,,,,,,,,Texas Historical Commission,,Q2397965,,7355,96726,,,https://atlas.thc.texas.gov/Details/5181007355,,1967,,,,pole,Historical Marker,,,,,,
12403575466,33.75273,-96.54043,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=174958.0,Forest Park,,,,,,,,,,,Texas Historical Commission,,Q2397965,,18727,174958,,,https://atlas.thc.texas.gov/Details/5507018727,,2017,,,,pole,Historical Marker,,,,,,
12403575467,33.7672,-96.57943,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=183315.0,Coffman Cemetery,,,,,,,,,,,Texas Historical Commission,,Q2397965,,7350,183315,,,https://atlas.thc.texas.gov/Details/5181007350,,1980,,,,pole,Historical Marker,,,,,,
12403575468,33.73041,-96.58749,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=183430.0,Davis-Ansley Log Cabin Home,,,,,,,,,,,Texas Historical Commission,,Q2397965,,7354,183430,,,https://atlas.thc.texas.gov/Details/5181007354,,1976,,,,pole,Historical Marker,,,,,,
12403575469,33.73059,-96.587,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=183614.0,Jesse Elvis Hendricks Log Cabin,,,,,,,,,,,Texas Historical Commission,,Q2397965,,7384,183614,,,https://atlas.thc.texas.gov/Details/5181007384,,1983,,,,pole,Historical Marker,,,,,,
12403575470,33.73167,-96.5882,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=183656.0,The Fitzgerald Home,,,,,,,,,,,Texas Historical Commission,,Q2397965,,7371,183656,,,https://atlas.thc.texas.gov/Details/5181007371,,1969,,,,pole,Historical Marker,,,,,,
12403575471,33.73177,-96.58872,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=183762.0,Old Bass Home,,,,,,,,,,,Texas Historical Commission,,Q2397965,,7338,183762,,,https://atlas.thc.texas.gov/Details/5181007338,,1968,,,,pole,Historical Marker,,,,,,
12403575472,33.73136,-96.58829,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=183820.0,Cold Springs Log Cabin School,,,,,,,,,,,Texas Historical Commission,,Q2397965,,7352,183820,,,https://atlas.thc.texas.gov/Details/5181007352,,1977,,,,pole,Historical Marker,,,,,,
12403575473,33.73872,-96.56826,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=183906.0,Sand Springs,,,,,,,,,,,Texas Historical Commission,,Q2397965,,11532,183906,,,https://atlas.thc.texas.gov/Details/5181011532,,1972,,,,pole,Historical Marker,,,,,,
12403575474,33.75021,-96.55894,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=183994.0,Mayes House,,,,,,,,,,,Texas Historical Commission,,Q2397965,,16390,183994,,,https://atlas.thc.texas.gov/Details/5507016390,,2010,,,,pole,Historical Marker,,,,,,
12403575475,33.73992,-96.54361,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=184107.0,Thomas V. Munson Home,,,,,,,,,,,Texas Historical Commission,,Q2397965,,7411,184107,,,https://atlas.thc.texas.gov/Details/5181007411,,1967,,,,pole,Historical Marker,,,,,,
12403575476,33.75711,-96.54002,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=184498.0,First Presbyterian Church,,,,,,,,,,,Texas Historical Commission,,Q2397965,,16853,184498,,,https://atlas.thc.texas.gov/Details/5507016853,,2011,,,,pole,Historical Marker,,,,,,
12403575477,33.75661,-96.5413,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=184648.0,St. Luke's Church,,,,,,,,,,,Texas Historical Commission,,Q2397965,,11529,184648,,,https://atlas.thc.texas.gov/Details/5181011529,,1969,,,,pole,Historical Marker,,,,,,
12403575478,33.42025,-96.56969,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=194697.0,Grave of Collin McKinney,,,,,,,,,,,Texas Historical Commission,,Q2397965,,7400,194697,,,https://atlas.thc.texas.gov/Details/5181007400,,1968,,,,pole,Historical Marker,,,,,,
12403575479,33.41959,-96.57175,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=194716.0,Van Alstyne Cemetery,,,,,,,,,,,Texas Historical Commission,,Q2397965,,15732,194716,,,https://atlas.thc.texas.gov/Details/5507015732,,2009,,,,pole,Historical Marker,,,,,,
12403575480,33.42281,-96.57741,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=194721.0,"Howe Lodge No. 430, A. F. & A.M.",,,,,,,,,,,Texas Historical Commission,,Q2397965,,7388,194721,,,https://atlas.thc.texas.gov/Details/5181007388,,1986,,,,pole,Historical Marker,,,,,,
12403575481,33.42277,-96.57753,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=194731.0,"Mantua Masonic Lodge No. 209, A. F. & A. M.",,,,,,,,,,,Texas Historical Commission,,Q2397965,,7403,194731,,,https://atlas.thc.texas.gov/Details/5181007403,,1983,,,,pole,Historical Marker,,,,,,
12403575482,33.42515,-96.58021,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=194732.0,Site of Campus of Old Columbia College,,,,,,,,,,,Texas Historical Commission,,Q2397965,,7353,194732,,,https://atlas.thc.texas.gov/Details/5181007353,,1979,,,,pole,Historical Marker,,,,,,
12403575483,33.42706,-96.5797,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=194740.0,Boy Scout Troop 1 (Troop 44),,,,,,,,,,,Texas Historical Commission,,Q2397965,,12886,194740,,,https://atlas.thc.texas.gov/Details/5181012886,,2002,,,,pole,Historical Marker,,,,,,
12403575484,33.50671,-96.61252,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=194745.0,First Christian Church of Howe,,,,,,,,,,,Texas Historical Commission,,Q2397965,,12872,194745,,,https://atlas.thc.texas.gov/Details/5181012872,,2002,,,,pole,Historical Marker,,,,,,
12403575485,33.50655,-96.61247,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=194747.0,"Mame Roberts (Aug. 19, 1883-Dec. 24, 1976)",,,,,,,,,,,Texas Historical Commission,,Q2397965,,12709,194747,,,https://atlas.thc.texas.gov/Details/5181012709,,2002,,,,pole,Historical Marker,,,,,,
12403575486,33.49509,-96.65492,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=194769.0,Hall Cemetery,,,,,,,,,,,Texas Historical Commission,,Q2397965,,7381,194769,,,https://atlas.thc.texas.gov/Details/5181007381,,1973,,,,pole,Historical Marker,,,,,,
12403575487,33.49614,-96.65507,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=194771.0,William Whitley Wheat,,,,,,,,,,,Texas Historical Commission,,Q2397965,,12965,194771,,,https://atlas.thc.texas.gov/Details/5181012965,,2002,,,,pole,Historical Marker,,,,,,
12403575488,33.49635,-96.655,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=194778.0,Jabez and Harriet Haning,,,,,,,,,,,Texas Historical Commission,,Q2397965,,7382,194778,,,https://atlas.thc.texas.gov/Details/5181007382,,1994,,,,pole,Historical Marker,,,,,,
12403575489,33.45281,-96.76943,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=194779.0,"Town of Gunter, on Old Gunter Ranch",,,,,,,,,,,Texas Historical Commission,,Q2397965,,7379,194779,,,https://atlas.thc.texas.gov/Details/5181007379,,1968,,,,pole,Historical Marker,,,,,,
12403575490,33.63615,-96.60942,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=201821.0,"Home County of Allison Mayfield, Conservationist",,,,,,,,,,,Texas Historical Commission,,Q2397965,,7398,201821,,,https://atlas.thc.texas.gov/Details/5181007398,,1966,,,,pole,Historical Marker,,,,,,
12403575491,33.59286,-96.39029,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=204507.0,Greenwood Cemetery,,,,,,,,,,,Texas Historical Commission,,Q2397965,,7378,204507,,,https://atlas.thc.texas.gov/Details/5181007378,,1973,,,,pole,Historical Marker,,,,,,
12403575492,33.60933,-96.41057,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=204515.0,First Baptist Church of Bells,,,,,,,,,,,Texas Historical Commission,,Q2397965,,7363,204515,,,https://atlas.thc.texas.gov/Details/5181007363,,1980,,,,pole,Historical Marker,,,,,,
12403575493,33.81881,-96.53577,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=212088.0,1931 Free Bridge Controversy,,,,,,,,,,,Texas Historical Commission,,Q2397965,,11909,212088,,,https://atlas.thc.texas.gov/Details/5181011909,,1997,,,,pole,Historical Marker,,,,,,
